identifier,derived-from,resource
PA164748817,DB00095,PharmGKB
DAP001095,DB00095,Therapeutic Targets Database
Efalizumab,DB00095,Wikipedia
CHEMBL1201575,DB00095,ChEMBL
356988,DB00095,RxCUI
12389,DB00097,Drugs Product Database (DPD)
14798,DB00097,Drugs Product Database (DPD)
46506863,DB00097,PubChem Substance
J00117,DB00097,GenBank
PA164783947,DB00097,PharmGKB
P01233,DB00097,UniProtKB
DAP001030,DB00097,Therapeutic Targets Database
Human_chorionic_gonadotropin,DB00097,Wikipedia
CHEMBL1201464,DB00097,ChEMBL
283550,DB00097,RxCUI
12118,DB00098,Drugs Product Database (DPD)
46506920,DB00098,PubChem Substance
PA164743704,DB00098,PharmGKB
DAP001300,DB00098,Therapeutic Targets Database
Anti-thymocyte_globulin,DB00098,Wikipedia
107044,DB00098,RxCUI
7657,DB00099,Drugs Product Database (DPD)
23013,DB00099,Drugs Product Database (DPD)
46505833,DB00099,PubChem Substance
D03235,DB00099,KEGG Drug
PA449626,DB00099,PharmGKB
DAP000113,DB00099,Therapeutic Targets Database
Filgrastim,DB00099,Wikipedia
CHEMBL1201567,DB00099,ChEMBL
1433764,DB00099,RxCUI
90,DB00100,Drugs Product Database (DPD)
11417,DB00100,Drugs Product Database (DPD)
22522,DB00100,Drugs Product Database (DPD)
46508858,DB00100,PubChem Substance
C03101,DB00100,KEGG Compound
K02402,DB00100,GenBank
PA164744952,DB00100,PharmGKB
P00740,DB00100,UniProtKB
DAP000964,DB00100,Therapeutic Targets Database
Factor_IX,DB00100,Wikipedia
1300488,DB00100,RxCUI
11832,DB00102,Drugs Product Database (DPD)
46508246,DB00102,PubChem Substance
K01401,DB00102,GenBank
PA164749511,DB00102,PharmGKB
P01127,DB00102,UniProtKB
DAP000028,DB00102,Therapeutic Targets Database
Becaplermin,DB00102,Wikipedia
CHEMBL1201556,DB00102,ChEMBL
115238,DB00102,RxCUI
13296,DB00103,Drugs Product Database (DPD)
13300,DB00103,Drugs Product Database (DPD)
46508538,DB00103,PubChem Substance
X14448,DB00103,GenBank
PA164746527,DB00103,PharmGKB
P06280,DB00103,UniProtKB
Alpha-galactosidase,DB00103,Wikipedia
CHEMBL2108888,DB00103,ChEMBL
338817,DB00103,RxCUI
1255,DB00104,Drugs Product Database (DPD)
448601,DB00104,PubChem Compound
46504600,DB00104,PubChem Substance
C07306,DB00104,KEGG Compound
D00442,DB00104,KEGG Drug
395352,DB00104,ChemSpider
50272772,DB00104,BindingDB
PA450678,DB00104,PharmGKB
DAP000397,DB00104,Therapeutic Targets Database
Octreotide,DB00104,Wikipedia
CHEMBL1680,DB00104,ChEMBL
7617,DB00104,RxCUI
1751,DB00105,Drugs Product Database (DPD)
46507075,DB00105,PubChem Substance
PA164783990,DB00105,PharmGKB
DAP001285,DB00105,Therapeutic Targets Database
Interferon_alfa-2b,DB00105,Wikipedia
5880,DB00105,RxCUI
337298,DB00106,ChEBI
16131215,DB00106,PubChem Compound
46508237,DB00106,PubChem Substance
D02738,DB00106,KEGG Drug
10482301,DB00106,ChemSpider
50102442,DB00106,BindingDB
PA164754915,DB00106,PharmGKB
DAP000094,DB00106,Therapeutic Targets Database
1188,DB00106,IUPHAR
Abarelix,DB00106,Wikipedia
CHEMBL1252,DB00106,ChEMBL
301739,DB00106,RxCUI
7375,DB00107,Drugs Product Database (DPD)
46506775,DB00107,PubChem Substance
C00746,DB00107,KEGG Compound
D00089,DB00107,KEGG Drug
PA450760,DB00107,PharmGKB
DAP001156,DB00107,Therapeutic Targets Database
2174,DB00107,IUPHAR
Oxytocin,DB00107,Wikipedia
CHEMBL395429,DB00107,ChEMBL
7824,DB00107,RxCUI
12577,DB00108,Drugs Product Database (DPD)
46505849,DB00108,PubChem Substance
PA164747191,DB00108,PharmGKB
DAP001094,DB00108,Therapeutic Targets Database
Natalizumab,DB00108,Wikipedia
CHEMBL1201607,DB00108,ChEMBL
354770,DB00108,RxCUI
13031,DB00109,Drugs Product Database (DPD)
46506067,DB00109,PubChem Substance
16743716,DB00109,ChemSpider
50271301,DB00109,BindingDB
U12055,DB00109,GenBank
PA164744517,DB00109,PharmGKB
Q70626,DB00109,UniProtKB
DAP000157,DB00109,Therapeutic Targets Database
Enfuvirtide,DB00109,Wikipedia
CHEMBL525076,DB00109,ChEMBL
139896,DB00109,RxCUI
12770,DB00110,Drugs Product Database (DPD)
46506637,DB00110,PubChem Substance
PA164748781,DB00110,PharmGKB
DAP000386,DB00110,Therapeutic Targets Database
Palivizumab,DB00110,Wikipedia
CHEMBL1201586,DB00110,ChEMBL
194279,DB00110,RxCUI
11957,DB00111,Drugs Product Database (DPD)
22834,DB00111,Drugs Product Database (DPD)
46504469,DB00111,PubChem Substance
D03639,DB00111,KEGG Drug
PA164764446,DB00111,PharmGKB
DAP000389,DB00111,Therapeutic Targets Database
Daclizumab,DB00111,Wikipedia
CHEMBL1201605,DB00111,ChEMBL
190353,DB00111,RxCUI
16200,DB00112,Drugs Product Database (DPD)
46504473,DB00112,PubChem Substance
PA130232992,DB00112,PharmGKB
DAP000393,DB00112,Therapeutic Targets Database
Bevacizumab,DB00112,Wikipedia
CHEMBL1201583,DB00112,ChEMBL
253337,DB00112,RxCUI
46507781,DB00113,PubChem Substance
PA164746540,DB00113,PharmGKB
DAP001303,DB00113,Therapeutic Targets Database
Arcitumomab,DB00113,Wikipedia
CHEMBL2108253,DB00113,ChEMBL
230435,DB00113,RxCUI
18405,DB00114,ChEBI
1051,DB00114,PubChem Compound
46506428,DB00114,PubChem Substance
C00018,DB00114,KEGG Compound
D00006,DB00114,KEGG Drug
1022,DB00114,ChemSpider
50118216,DB00114,BindingDB
PA164749650,DB00114,PharmGKB
PLP,DB00114,PDB
DNC001499,DB00114,Therapeutic Targets Database
Pyridoxal_phosphate,DB00114,Wikipedia
CHEMBL82202,DB00114,ChEMBL
ZINC000001532514,DB00114,ZINC
9004,DB00114,RxCUI
781,DB00115,Drugs Product Database (DPD)
4821,DB00115,Drugs Product Database (DPD)
4991,DB00115,Drugs Product Database (DPD)
17439,DB00115,ChEBI
70678590,DB00115,PubChem Compound
46509031,DB00115,PubChem Substance
C02823,DB00115,KEGG Compound
D00166,DB00115,KEGG Drug
21864832,DB00115,ChemSpider
PA451892,DB00115,PharmGKB
CNC,DB00115,PDB
Cyanocobalamin,DB00115,Wikipedia
CHEMBL2110563,DB00115,ChEMBL
11248,DB00115,RxCUI
20506,DB00116,ChEBI
91443,DB00116,PubChem Compound
46504756,DB00116,PubChem Substance
C00101,DB00116,KEGG Compound
82572,DB00116,ChemSpider
50022833,DB00116,BindingDB
PA164745110,DB00116,PharmGKB
DAP001308,DB00116,Therapeutic Targets Database
Tetrahydrofolic_acid,DB00116,Wikipedia
CHEMBL2021342,DB00116,ChEMBL
10237,DB00117,Drugs Product Database (DPD)
57595,DB00117,ChEBI
6274,DB00117,PubChem Compound
46507001,DB00117,PubChem Substance
C00135,DB00117,KEGG Compound
D00032,DB00117,KEGG Drug
6038,DB00117,ChemSpider
7953,DB00117,BindingDB
PA449882,DB00117,PharmGKB
HIS,DB00117,PDB
3310,DB00117,IUPHAR
Histidine,DB00117,Wikipedia
CHEMBL17962,DB00117,ChEMBL
ZINC000006661227,DB00117,ZINC
5340,DB00117,RxCUI
67040,DB00118,ChEBI
34755,DB00118,PubChem Compound
46505280,DB00118,PubChem Substance
C00019,DB00118,KEGG Compound
31982,DB00118,ChemSpider
28422,DB00118,BindingDB
PA164754994,DB00118,PharmGKB
SAM,DB00118,PDB
S-Adenosyl_methionine,DB00118,Wikipedia
CHEMBL1088977,DB00118,ChEMBL
9504,DB00118,RxCUI
32816,DB00119,ChEBI
1060,DB00119,PubChem Compound
46505692,DB00119,PubChem Substance
C00022,DB00119,KEGG Compound
1031,DB00119,ChemSpider
19473,DB00119,BindingDB
PA164778686,DB00119,PharmGKB
PYR,DB00119,PDB
DAP000543,DB00119,Therapeutic Targets Database
Pyruvic_acid,DB00119,Wikipedia
CHEMBL1162144,DB00119,ChEMBL
ZINC000001532517,DB00119,ZINC
35161,DB00119,RxCUI
942,DB00120,Drugs Product Database (DPD)
10223,DB00120,Drugs Product Database (DPD)
750,DB00120,Drugs Product Database (DPD)
58095,DB00120,ChEBI
6140,DB00120,PubChem Compound
46505708,DB00120,PubChem Substance
C00079,DB00120,KEGG Compound
D00021,DB00120,KEGG Drug
5910,DB00120,ChemSpider
18073,DB00120,BindingDB
PA450931,DB00120,PharmGKB
PHE,DB00120,PDB
DAP000807,DB00120,Therapeutic Targets Database
3313,DB00120,IUPHAR
Phenylalanine,DB00120,Wikipedia
CHEMBL301523,DB00120,ChEMBL
ZINC000000105196,DB00120,ZINC
8156,DB00120,RxCUI
4962,DB00121,Drugs Product Database (DPD)
15956,DB00121,ChEBI
171548,DB00121,PubChem Compound
46508694,DB00121,PubChem Substance
C00120,DB00121,KEGG Compound
D00029,DB00121,KEGG Drug
149962,DB00121,ChemSpider
12,DB00121,BindingDB
PA448625,DB00121,PharmGKB
BTN,DB00121,PDB
Biotin,DB00121,Wikipedia
CHEMBL857,DB00121,ChEMBL
ZINC000035024346,DB00121,ZINC
1588,DB00121,RxCUI
4955,DB00122,Drugs Product Database (DPD)
4956,DB00122,Drugs Product Database (DPD)
4947,DB00122,Drugs Product Database (DPD)
4949,DB00122,Drugs Product Database (DPD)
15354,DB00122,ChEBI
305,DB00122,PubChem Compound
46508132,DB00122,PubChem Substance
C00114,DB00122,KEGG Compound
D07690,DB00122,KEGG Drug
50026220,DB00122,BindingDB
PA448976,DB00122,PharmGKB
CHT,DB00122,PDB
Choline,DB00122,Wikipedia
CHEMBL920,DB00122,ChEMBL
ZINC000003079337,DB00122,ZINC
2449,DB00122,RxCUI
9806,DB00123,Drugs Product Database (DPD)
8700,DB00123,Drugs Product Database (DPD)
193,DB00123,Drugs Product Database (DPD)
2396,DB00123,Drugs Product Database (DPD)
18019,DB00123,ChEBI
5962,DB00123,PubChem Compound
46504770,DB00123,PubChem Substance
C00047,DB00123,KEGG Compound
D02304,DB00123,KEGG Drug
5747,DB00123,ChemSpider
217367,DB00123,BindingDB
PA450280,DB00123,PharmGKB
LYS,DB00123,PDB
Lysine,DB00123,Wikipedia
CHEMBL8085,DB00123,ChEMBL
ZINC000001532522,DB00123,ZINC
6536,DB00123,RxCUI
938,DB00125,Drugs Product Database (DPD)
13800,DB00125,Drugs Product Database (DPD)
10242,DB00125,Drugs Product Database (DPD)
16467,DB00125,ChEBI
6322,DB00125,PubChem Compound
46507180,DB00125,PubChem Substance
C00062,DB00125,KEGG Compound
D02982,DB00125,KEGG Drug
6082,DB00125,ChemSpider
181132,DB00125,BindingDB
PA448478,DB00125,PharmGKB
ARG,DB00125,PDB
721,DB00125,IUPHAR
Arginine,DB00125,Wikipedia
CHEMBL1485,DB00125,ChEMBL
ZINC000001532525,DB00125,ZINC
1091,DB00125,RxCUI
646,DB00126,Drugs Product Database (DPD)
4937,DB00126,Drugs Product Database (DPD)
5015,DB00126,Drugs Product Database (DPD)
136,DB00126,Drugs Product Database (DPD)
4934,DB00126,Drugs Product Database (DPD)
717,DB00126,Drugs Product Database (DPD)
645,DB00126,Drugs Product Database (DPD)
29073,DB00126,ChEBI
54670067,DB00126,PubChem Compound
46505070,DB00126,PubChem Substance
C00072,DB00126,KEGG Compound
D00018,DB00126,KEGG Drug
10189562,DB00126,ChemSpider
50090256,DB00126,BindingDB
PA451898,DB00126,PharmGKB
ASC,DB00126,PDB
DNC000259,DB00126,Therapeutic Targets Database
Vitamin_C,DB00126,Wikipedia
CHEMBL196,DB00126,ChEMBL
ZINC000100006770,DB00126,ZINC
1151,DB00126,RxCUI
15746,DB00127,ChEBI
1103,DB00127,PubChem Compound
46507215,DB00127,PubChem Substance
C00750,DB00127,KEGG Compound
1072,DB00127,ChemSpider
79403,DB00127,BindingDB
PA164781199,DB00127,PharmGKB
SPM,DB00127,PDB
710,DB00127,IUPHAR
Spermine,DB00127,Wikipedia
CHEMBL23194,DB00127,ChEMBL
ZINC000001532734,DB00127,ZINC
1483263,DB00127,RxCUI
9397,DB00128,Drugs Product Database (DPD)
17053,DB00128,ChEBI
5960,DB00128,PubChem Compound
46507997,DB00128,PubChem Substance
C00049,DB00128,KEGG Compound
D00013,DB00128,KEGG Drug
5745,DB00128,ChemSpider
18125,DB00128,BindingDB
PA448494,DB00128,PharmGKB
ASP,DB00128,PDB
3309,DB00128,IUPHAR
Aspartic_acid,DB00128,Wikipedia
CHEMBL274323,DB00128,ChEMBL
ZINC000000895032,DB00128,ZINC
1169,DB00128,RxCUI
1820,DB00129,Drugs Product Database (DPD)
11709,DB00129,Drugs Product Database (DPD)
15729,DB00129,ChEBI
6262,DB00129,PubChem Compound
46505239,DB00129,PubChem Substance
C00077,DB00129,KEGG Compound
6026,DB00129,ChemSpider
50487430,DB00129,BindingDB
PA164783814,DB00129,PharmGKB
ORN,DB00129,PDB
725,DB00129,IUPHAR
Ornithine,DB00129,Wikipedia
CHEMBL446143,DB00129,ChEMBL
ZINC000001532530,DB00129,ZINC
7704,DB00129,RxCUI
18050,DB00130,ChEBI
5961,DB00130,PubChem Compound
46505866,DB00130,PubChem Substance
C00064,DB00130,KEGG Compound
D00015,DB00130,KEGG Drug
5746,DB00130,ChemSpider
18121,DB00130,BindingDB
PA10090,DB00130,PharmGKB
GLN,DB00130,PDB
723,DB00130,IUPHAR
Glutamine,DB00130,Wikipedia
CHEMBL930,DB00130,ChEMBL
ZINC000001532526,DB00130,ZINC
4885,DB00130,RxCUI
16027,DB00131,ChEBI
6083,DB00131,PubChem Compound
46507628,DB00131,PubChem Substance
C00020,DB00131,KEGG Compound
D02769,DB00131,KEGG Drug
5858,DB00131,ChemSpider
18137,DB00131,BindingDB
PA164744376,DB00131,PharmGKB
AMP,DB00131,PDB
DAP001319,DB00131,Therapeutic Targets Database
Adenosine_monophosphate,DB00131,Wikipedia
CHEMBL752,DB00131,ChEMBL
ZINC000003860156,DB00131,ZINC
309,DB00131,RxCUI
1351,DB00132,Drugs Product Database (DPD)
27432,DB00132,ChEBI
5280934,DB00132,PubChem Compound
46507620,DB00132,PubChem Substance
C06427,DB00132,KEGG Compound
4444437,DB00132,ChemSpider
50240347,DB00132,BindingDB
PA449384,DB00132,PharmGKB
LNL,DB00132,PDB
1049,DB00132,IUPHAR
Alpha-Linolenic_acid,DB00132,Wikipedia
CHEMBL8739,DB00132,ChEMBL
ZINC000003802189,DB00132,ZINC
52071,DB00132,RxCUI
9927,DB00133,Drugs Product Database (DPD)
17115,DB00133,ChEBI
5951,DB00133,PubChem Compound
46506450,DB00133,PubChem Substance
C00065,DB00133,KEGG Compound
D00016,DB00133,KEGG Drug
5736,DB00133,ChemSpider
50357212,DB00133,BindingDB
PA451330,DB00133,PharmGKB
SER,DB00133,PDB
726,DB00133,IUPHAR
Serine,DB00133,Wikipedia
CHEMBL11298,DB00133,ChEMBL
ZINC000000895034,DB00133,ZINC
9671,DB00133,RxCUI
3180,DB00134,Drugs Product Database (DPD)
7217,DB00134,Drugs Product Database (DPD)
57844,DB00134,ChEBI
6137,DB00134,PubChem Compound
46505750,DB00134,PubChem Substance
C00073,DB00134,KEGG Compound
D00019,DB00134,KEGG Drug
5907,DB00134,ChemSpider
50142500,DB00134,BindingDB
PA450423,DB00134,PharmGKB
MET,DB00134,PDB
Methionine,DB00134,Wikipedia
CHEMBL42336,DB00134,ChEMBL
ZINC000001532529,DB00134,ZINC
6837,DB00134,RxCUI
897,DB00135,Drugs Product Database (DPD)
9750,DB00135,Drugs Product Database (DPD)
17895,DB00135,ChEBI
6057,DB00135,PubChem Compound
46507885,DB00135,PubChem Substance
C00082,DB00135,KEGG Compound
D00022,DB00135,KEGG Drug
5833,DB00135,ChemSpider
18129,DB00135,BindingDB
PA451822,DB00135,PharmGKB
TYR,DB00135,PDB
DAP000808,DB00135,Therapeutic Targets Database
Tyrosine,DB00135,Wikipedia
CHEMBL925,DB00135,ChEMBL
ZINC000000266964,DB00135,ZINC
10962,DB00135,RxCUI
4893,DB00136,Drugs Product Database (DPD)
17823,DB00136,ChEBI
5280453,DB00136,PubChem Compound
46508162,DB00136,PubChem Substance
C01673,DB00136,KEGG Compound
D00129,DB00136,KEGG Drug
4444108,DB00136,ChemSpider
50200182,DB00136,BindingDB
PA448717,DB00136,PharmGKB
VDX,DB00136,PDB
DAP000289,DB00136,Therapeutic Targets Database
2779,DB00136,IUPHAR
Calcitriol,DB00136,Wikipedia
CHEMBL846,DB00136,ChEMBL
ZINC000100015048,DB00136,ZINC
1894,DB00136,RxCUI
28838,DB00137,ChEBI
5281243,DB00137,PubChem Compound
46508835,DB00137,PubChem Substance
C08601,DB00137,KEGG Compound
4444655,DB00137,ChemSpider
PA164748318,DB00137,PharmGKB
LUT,DB00137,PDB
Xanthophyll,DB00137,Wikipedia
CHEMBL173929,DB00137,ChEMBL
ZINC000008221225,DB00137,ZINC
11359,DB00137,RxCUI
9749,DB00138,Drugs Product Database (DPD)
16283,DB00138,ChEBI
67678,DB00138,PubChem Compound
46506670,DB00138,PubChem Substance
C00491,DB00138,KEGG Compound
D03636,DB00138,KEGG Drug
60997,DB00138,ChemSpider
PA449176,DB00138,PharmGKB
IYY,DB00138,PDB
Cystine,DB00138,Wikipedia
CHEMBL590540,DB00138,ChEMBL
ZINC000001532673,DB00138,ZINC
3036,DB00138,RxCUI
15741,DB00139,ChEBI
1110,DB00139,PubChem Compound
46505859,DB00139,PubChem Substance
C00042,DB00139,KEGG Compound
1078,DB00139,ChemSpider
26121,DB00139,BindingDB
PA164747739,DB00139,PharmGKB
SIN,DB00139,PDB
DAP000545,DB00139,Therapeutic Targets Database
Succinic_acid,DB00139,Wikipedia
CHEMBL576,DB00139,ChEMBL
ZINC000000895030,DB00139,ZINC
37255,DB00139,RxCUI
11171,DB00140,Drugs Product Database (DPD)
5021,DB00140,Drugs Product Database (DPD)
17015,DB00140,ChEBI
493570,DB00140,PubChem Compound
46507342,DB00140,PubChem Substance
C00255,DB00140,KEGG Compound
D00050,DB00140,KEGG Drug
431981,DB00140,ChemSpider
50362895,DB00140,BindingDB
PA451242,DB00140,PharmGKB
RBF,DB00140,PDB
Riboflavin,DB00140,Wikipedia
CHEMBL1534,DB00140,ChEMBL
ZINC000002036848,DB00140,ZINC
9346,DB00140,RxCUI
17411,DB00141,ChEBI
1738118,DB00141,PubChem Compound
46509139,DB00141,PubChem Substance
C00140,DB00141,KEGG Compound
1376695,DB00141,ChemSpider
50223349,DB00141,BindingDB
PA164752287,DB00141,PharmGKB
NAG,DB00141,PDB
DAP000872,DB00141,Therapeutic Targets Database
N-Acetylglucosamine,DB00141,Wikipedia
CHEMBL4303483,DB00141,ChEMBL
ZINC000002077807,DB00141,ZINC
1362871,DB00141,RxCUI
8872,DB00142,Drugs Product Database (DPD)
14451,DB00142,Drugs Product Database (DPD)
16015,DB00142,ChEBI
33032,DB00142,PubChem Compound
46505816,DB00142,PubChem Substance
C00025,DB00142,KEGG Compound
D00007,DB00142,KEGG Drug
30572,DB00142,ChemSpider
17657,DB00142,BindingDB
PA449776,DB00142,PharmGKB
GGL,DB00142,PDB
DAP000015,DB00142,Therapeutic Targets Database
1369,DB00142,IUPHAR
Glutamic_acid,DB00142,Wikipedia
CHEMBL575060,DB00142,ChEMBL
ZINC000001482113,DB00142,ZINC
25916,DB00142,RxCUI
1951,DB00143,Drugs Product Database (DPD)
16856,DB00143,ChEBI
124886,DB00143,PubChem Compound
46504598,DB00143,PubChem Substance
C02471,DB00143,KEGG Compound
D00014,DB00143,KEGG Drug
111188,DB00143,ChemSpider
50422268,DB00143,BindingDB
PA449780,DB00143,PharmGKB
GSH,DB00143,PDB
Glutathione,DB00143,Wikipedia
CHEMBL1543,DB00143,ChEMBL
ZINC000003830891,DB00143,ZINC
4890,DB00143,RxCUI
84519,DB00144,ChEBI
6323481,DB00144,PubChem Compound
46505650,DB00144,PubChem Substance
7826046,DB00144,ChemSpider
PA164768860,DB00144,PharmGKB
P5S,DB00144,PDB
3638,DB00144,IUPHAR
Phosphatidylserine,DB00144,Wikipedia
CHEMBL4297669,DB00144,ChEMBL
ZINC000085588270,DB00144,ZINC
89959,DB00144,RxCUI
8865,DB00145,Drugs Product Database (DPD)
15428,DB00145,ChEBI
46508219,DB00145,PubChem Substance
C00037,DB00145,KEGG Compound
D00011,DB00145,KEGG Drug
730,DB00145,ChemSpider
18133,DB00145,BindingDB
PA449789,DB00145,PharmGKB
GLY,DB00145,PDB
DAP000288,DB00145,Therapeutic Targets Database
727,DB00145,IUPHAR
Glycine,DB00145,Wikipedia
CHEMBL773,DB00145,ChEMBL
ZINC000004658552,DB00145,ZINC
4919,DB00145,RxCUI
22965,DB00146,Drugs Product Database (DPD)
17933,DB00146,ChEBI
5283731,DB00146,PubChem Compound
46505690,DB00146,PubChem Substance
C01561,DB00146,KEGG Compound
4446820,DB00146,ChemSpider
50521013,DB00146,BindingDB
PA164745614,DB00146,PharmGKB
VDY,DB00146,PDB
DAP000290,DB00146,Therapeutic Targets Database
Calcifediol,DB00146,Wikipedia
CHEMBL1040,DB00146,ChEMBL
ZINC000004474414,DB00146,ZINC
1855064,DB00146,RxCUI
17310,DB00147,ChEBI
1050,DB00147,PubChem Compound
46506282,DB00147,PubChem Substance
C00250,DB00147,KEGG Compound
1021,DB00147,ChemSpider
50366979,DB00147,BindingDB
PA164749166,DB00147,PharmGKB
PXL,DB00147,PDB
Pyridoxal,DB00147,Wikipedia
CHEMBL102970,DB00147,ChEMBL
ZINC000000120249,DB00147,ZINC
9002,DB00147,RxCUI
16919,DB00148,ChEBI
586,DB00148,PubChem Compound
46504868,DB00148,PubChem Substance
C00300,DB00148,KEGG Compound
566,DB00148,ChemSpider
50357229,DB00148,BindingDB
PA164778930,DB00148,PharmGKB
CRN,DB00148,PDB
Creatine,DB00148,Wikipedia
CHEMBL283800,DB00148,ChEMBL
ZINC000003861770,DB00148,ZINC
2907,DB00148,RxCUI
943,DB00149,Drugs Product Database (DPD)
10239,DB00149,Drugs Product Database (DPD)
751,DB00149,Drugs Product Database (DPD)
57427,DB00149,ChEBI
6106,DB00149,PubChem Compound
46507163,DB00149,PubChem Substance
C00123,DB00149,KEGG Compound
D00030,DB00149,KEGG Drug
50219348,DB00149,BindingDB
PA450197,DB00149,PharmGKB
LEU,DB00149,PDB
Leucine,DB00149,Wikipedia
CHEMBL291962,DB00149,ChEMBL
ZINC000003645145,DB00149,ZINC
6308,DB00149,RxCUI
10238,DB00150,Drugs Product Database (DPD)
16828,DB00150,ChEBI
6305,DB00150,PubChem Compound
46508329,DB00150,PubChem Substance
C00078,DB00150,KEGG Compound
D00020,DB00150,KEGG Drug
6066,DB00150,ChemSpider
21974,DB00150,BindingDB
PA10323,DB00150,PharmGKB
TRP,DB00150,PDB
DAP001316,DB00150,Therapeutic Targets Database
Tryptophan,DB00150,Wikipedia
CHEMBL54976,DB00150,ChEMBL
ZINC000000083315,DB00150,ZINC
10898,DB00150,RxCUI
10041,DB00151,Drugs Product Database (DPD)
5416,DB00151,Drugs Product Database (DPD)
17561,DB00151,ChEBI
5862,DB00151,PubChem Compound
46506553,DB00151,PubChem Substance
C00097,DB00151,KEGG Compound
D00026,DB00151,KEGG Drug
5653,DB00151,ChemSpider
50109609,DB00151,BindingDB
PA449173,DB00151,PharmGKB
CYS,DB00151,PDB
Cysteine,DB00151,Wikipedia
CHEMBL863,DB00151,ChEMBL
ZINC000000895042,DB00151,ZINC
3024,DB00151,RxCUI
5040,DB00152,Drugs Product Database (DPD)
11170,DB00152,Drugs Product Database (DPD)
5038,DB00152,Drugs Product Database (DPD)
18385,DB00152,ChEBI
1130,DB00152,PubChem Compound
46507321,DB00152,PubChem Substance
C00378,DB00152,KEGG Compound
D08580,DB00152,KEGG Drug
1098,DB00152,ChemSpider
50373877,DB00152,BindingDB
PA451652,DB00152,PharmGKB
VIB,DB00152,PDB
DAP000870,DB00152,Therapeutic Targets Database
Thiamine,DB00152,Wikipedia
CHEMBL1547,DB00152,ChEMBL
ZINC000000049153,DB00152,ZINC
10454,DB00152,RxCUI
4924,DB00153,Drugs Product Database (DPD)
703,DB00153,Drugs Product Database (DPD)
28934,DB00153,ChEBI
5280793,DB00153,PubChem Compound
46505053,DB00153,PubChem Substance
C05441,DB00153,KEGG Compound
D00187,DB00153,KEGG Drug
4444351,DB00153,ChemSpider
50247883,DB00153,BindingDB
PA449484,DB00153,PharmGKB
D2V,DB00153,PDB
DAP000291,DB00153,Therapeutic Targets Database
Ergocalciferol,DB00153,Wikipedia
CHEMBL1536,DB00153,ChEMBL
ZINC000004629876,DB00153,ZINC
4018,DB00153,RxCUI
53486,DB00154,ChEBI
5280581,DB00154,PubChem Compound
46508866,DB00154,PubChem Substance
C03242,DB00154,KEGG Compound
4444199,DB00154,ChemSpider
50269534,DB00154,BindingDB
PA164743249,DB00154,PharmGKB
LAX,DB00154,PDB
DAP000806,DB00154,Therapeutic Targets Database
Dihomo-%CE%B3-linolenic_acid,DB00154,Wikipedia
CHEMBL465183,DB00154,ChEMBL
ZINC000004521470,DB00154,ZINC
16349,DB00155,ChEBI
46506583,DB00155,PubChem Substance
C00327,DB00155,KEGG Compound
D07706,DB00155,KEGG Drug
9367,DB00155,ChemSpider
92903,DB00155,BindingDB
